"filename", "language", "JSON", "PHP", "HTML", "XML", "PostCSS", "Markdown", "YAML", "Docker", "JavaScript", "PL/SQL", "CSV", "comment", "blank", "total"
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 3, 18
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/api/apiAlumno.php", "PHP", 0, 575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 109, 919
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/api/apilogin.php", "PHP", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 118
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/Router.php", "PHP", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 70
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/ContactoController.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/EmpresaController.php", "PHP", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 38, 426
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/HomeController.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 29
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/LoginController.php", "PHP", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 110
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/OfertaController.php", "PHP", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 16, 283
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/PerfilController.php", "PHP", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 41
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/SolicitudController.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/StatController.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 23
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/controllers/UserController.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Converter.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 34
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Correo.php", "PHP", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 185
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/EmpresaValidator.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 31
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Generator.php", "PHP", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 13, 67
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Login.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/OfertaValidator.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 32
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Paginator.php", "PHP", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Security.php", "PHP", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 6, 103
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Session.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/helpers/Validator.php", "PHP", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 38, 264
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/AlumCursadoCiclo.php", "PHP", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 118
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Alumno.php", "PHP", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21, 169
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Ciclo.php", "PHP", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 60
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Empresa.php", "PHP", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 24, 178
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/EstadoSolicitud.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Familia.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/NivelEnum.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Oferta.php", "PHP", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 120
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Rol.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Solicitud.php", "PHP", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 60
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/Token.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/models/User.php", "PHP", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 106
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/repositories/DB.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/repositories/RepoAlumCiclo.php", "PHP", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 21, 187
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/app/repositories/RepoAlumno.php", "PHP", 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 34, 329
